armadillo.png 11 2 1 0
armadillo_green.png 11 2 1 0
armadillo_yellow.png 11 2 1 0
armoredskeleton.png 6 2 3 0
armoredskeleton_black.png 6 2 3 0
armoredskeleton_yellow.png 6 2 3 0
banshee.png 8 2 2 0
banshee2.png 8 2 2 0
barrel.png 13 2 1 0
bat.png 4 2 1 0
bat_black.png 4 2 1 0
bat_green.png 4 2 1 0
bat_miniboss.png 4 2 1 0
bat_miniboss_yellow.png 4 2 1 0
bat_red.png 4 2 1 0
beastmaster.png 2 2 1 0
beetle.png 8 2 2 0
beetle2.png 8 2 2 0
bell.png 2 2 1 0
bishop.png 5 2 1 0
bishop_red.png 5 2 1 0
blademaster.png 20 2 1 0
bossmaster.png 2 2 1 0
cauldron_coals.png 1 2 1 0
cauldron_coals_mimic.png 3 2 1 0
cauldron_ice.png 1 2 1 0
cauldron_ice_mimic.png 3 2 1 0
char1_armor_body.png 4 10 1 1
char1_heads.png 4 2 1 1
char2_armor_body.png 4 10 1 1
char2_heads.png 4 2 1 1
char3_armor_body.png 4 10 1 1
char3_heads.png 4 2 1 1
char4_armor_body.png 4 10 1 1
char4_heads.png 4 2 1 1
char5_armor_body.png 4 10 1 1
char5_heads.png 4 2 1 1
char6_armor_body.png 4 10 1 1
char6_heads.png 4 2 1 1
char7_armor_body.png 4 10 1 1
char7_heads.png 4 2 1 1
char8_armor_body.png 4 10 1 1
char8_heads.png 4 2 1 1
char9_armor_body.png 4 10 1 1
char9_heads.png 4 2 1 1
chest.png 1 2 1 0
chest_black.png 1 2 1 0
chest_locked.png 1 2 1 0
chest_white.png 1 2 1 0
clone.png 4 2 1 0
clone_aria.png 4 2 1 0
clone_bard.png 4 2 1 0
clone_bolt.png 4 2 1 0
clone_monk.png 4 2 1 0
coralriff_drums.png 4 2 1 0
coralriff_drums2.png 4 2 1 0
coralriff_head.png 4 2 1 0
coralriff_horns.png 4 2 1 0
coralriff_horns2.png 4 2 1 0
coralriff_keytar.png 4 2 1 0
coralriff_keytar2.png 4 2 1 0
coralriff_strings.png 4 2 1 0
coralriff_strings2.png 4 2 1 0
crate.png 1 2 1 0
cutimages.py 0 0 0 0
dead_ringer.png 4 2 1 0
dead_ringer_charge.png 2 2 1 0
dead_ringer_hammer.png 0 0 0 0
death_metal.png 10 2 5 0
diamond_dealer.png 4 2 1 0
dragon_blue.png 7 2 1 0
dragon_green.png 2 2 1 0
dragon_red.png 7 2 1 0
fakewall.png 3 2 3 0
fire_elemental1.png 4 2 1 0
frozen_feet_large.png 0 0 0 0
frozen_feet_medium.png 0 0 0 0
gargoyle1.png 4 2 1 0
gargoyle2.png 0 2 1 0
gargoyle3.png 0 2 1 0
gargoyle4.png 0 2 1 0
gargoyle5.png 0 2 1 0
gargoyle6.png 0 2 1 0
ghast.png 3 2 1 0
ghost.png 2 2 1 0
ghoul.png 3 2 1 0
goblin.png 8 2 2 0
goblin2.png 8 2 2 0
goblin_bomber.png 4 2 1 0
golem_crystal.png 5 2 1 0
golem_dirt.png 5 2 1 0
golem_stone.png 5 2 1 0
gong.png 1 2 1 0
harpy.png 4 2 1 0
hellhound.png 4 2 1 0
ice_elemental1.png 4 2 1 0
janitor.png 4 2 1 0
king.png 4 2 1 0
king_conga.png 7 2 1 0
king_conga_throne.png 0 0 0 0
king_red.png 4 2 1 0
knight.png 5 2 1 0
knight_red.png 5 2 1 0
large_shadow.png 0 0 0 0
leprechaun.png 4 2 1 0
lich.png 7 2 1 0
merlin.png 5 2 1 0
minotaur.png 9 2 1 0
minotaur2.png 9 2 1 0
mole.png 1 2 1 0
mole_dirt.png 0 2 1 0
mommy.png 8 2 1 0
monkey.png 6 2 1 0
monkey_magic.png 6 2 1 0
monkey_white.png 6 2 1 0
monkey_yellow.png 6 2 1 0
mother_slime.png 0 2 1 0
mummy.png 7 2 1 0
mushroom.png 10 2 1 0
mushroom_exploding.png 2 2 1 0
mushroom_light.png 2 2 1 0
mushroom_super.png 10 2 1 0
necrodancer.png 0 2 1 0
nightmare.png 5 2 1 0
nightmare2.png 5 2 1 0
npc_conjurer.png 5 2 1 0
npc_pawnbroker.png 4 2 1 0
npc_pawnbroker_attack.png 6 2 1 0
npc_shriner.png 4 2 1 0
npc_transmogrifier.png 4 2 1 0
ogre.png 4 2 1 0
ogre_down.png 0 0 0 0
ogre_left.png 0 0 0 0
ogre_up.png 0 0 0 0
pawn.png 5 2 1 0
pawn_red.png 5 2 1 0
pixie.png 4 2 1 0
player1_armor_body.png 4 10 1 1
player1_armor_body_xmas.png 4 10 1 1
player1_heads.png 4 2 1 1
player1_heads_xmas.png 4 2 1 1
player2_armor_body.png 4 10 1 1
player2_heads.png 4 2 1 1
player3_armor_body.png 4 10 1 1
player3_heads.png 4 2 1 1
player4_armor_body.png 4 10 1 1
player4_heads.png 4 2 1 1
poltergeist.png 3 2 1 0
queen.png 1 2 1 0
queen_red.png 1 2 1 0
rainbow.png 0 0 0 0
ring.png 0 0 0 0
rook.png 3 2 1 0
rook_red.png 3 2 1 0
sarcophagus.png 1 2 1 0
sarcophagus2.png 1 2 1 0
sarcophagus3.png 1 2 1 0
shopkeeper.png 8 2 1 0
shopkeeper2.png 8 2 1 0
shopkeeper3.png 8 2 1 0
shopkeeper4.png 8 2 1 0
shopkeeper_ghost.png 8 2 1 0
shopkeeper_monstrous.png 8 2 1 0
shovemonster.png 4 2 1 0
skeleton.png 8 2 1 0
skeletonknight.png 4 2 1 0
skeletonknight2.png 4 2 1 0
skeletonknight3.png 4 2 1 0
skeletonspearman.png 8 2 1 0
skeletontank.png 0 0 0 0
skeleton_black.png 8 2 1 0
skeleton_mage_black.png 8 2 1 0
skeleton_mage_white.png 8 2 1 0
skeleton_mage_yellow.png 8 2 1 0
skeleton_yellow.png 8 2 1 0
sleeping_goblin.png 8 2 2 0
slime_blue.png 8 2 1 0
slime_fire.png 4 2 1 0
slime_green.png 4 2 1 0
slime_ice.png 4 2 1 0
slime_orange.png 4 2 1 0
spider.png 4 2 1 0
